"#OTU ID	",Kingdom,Phylum,Class,Order,Family,Genus,,
"OTU320	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,,
"OTU321	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Prevotellaceae,,,
"OTU322	",Bacteria,Firmicutes,,,,,,
"OTU323	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU324	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU325	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU326	",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,,
"OTU327	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU328	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU329	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU330	",Bacteria,,,,,,,
"OTU331	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae Incertae Sedis,,
"OTU332	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU333	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU334	",Bacteria,Bacteroidetes,,,,,,
"OTU335	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU336	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU337	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU338	",Bacteria,,,,,,,
"OTU339	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU340	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU341	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU342	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU343	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU344	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU345	",Bacteria,Bacteroidetes,,,,,,
"OTU346	",Bacteria,,,,,,,
"OTU347	",Bacteria,Firmicutes,Clostridia,Clostridiales,Incertae Sedis XIII,Anaerovorax,,
"OTU348	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU349	",Bacteria,,,,,,,
"OTU350	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU351	",Bacteria,Firmicutes,,,,,,
"OTU352	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU353	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU354	",Bacteria,,,,,,,
"OTU355	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU356	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU357	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU358	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU359	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU360	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU361	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU362	",Bacteria,Proteobacteria,Betaproteobacteria,,,,,
"OTU363	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,,
"OTU364	",Bacteria,Firmicutes,,,,,,
"OTU365	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU366	",Bacteria,,,,,,,
"OTU367	",Bacteria,Firmicutes,Bacilli,,,,,
"OTU368	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU369	",Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,,,
"OTU370	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU371	",Bacteria,Bacteroidetes,,,,,,
"OTU372	",Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridiaceae 1,Clostridium,
"OTU373	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU374	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU375	",Bacteria,,,,,,,
"OTU376	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU377	",Bacteria,,,,,,,
"OTU378	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,,,,
"OTU379	",Bacteria,Firmicutes,Clostridia,Clostridiales,Incertae Sedis XI,Peptoniphilus,,
"OTU380	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,,,,
"OTU381	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU382	",Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,
"OTU383	",Bacteria,,,,,,,
"OTU384	",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,,
"OTU385	",Bacteria,,,,,,,
"OTU386	",Bacteria,,,,,,,
"OTU387	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,,
"OTU388	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU389	",Bacteria,,,,,,,
"OTU390	",Bacteria,,,,,,,
"OTU391	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU392	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU393	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU394	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU395	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU396	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU397	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU398	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU399	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU400	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Rikenellaceae,Alistipes,,
"OTU401	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU402	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU403	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU404	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU405	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,,,
"OTU406	",Bacteria,,,,,,,
"OTU407	",Bacteria,Firmicutes,,,,,,
"OTU408	",Bacteria,Bacteroidetes,,,,,,
"OTU409	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU410	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU411	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU412	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU413	",Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridiaceae 1,Clostridium,
"OTU414	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU415	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU416	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU417	",Bacteria,,,,,,,
"OTU418	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,,
"OTU419	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU420	",Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcaceae Incertae Sedis,,
"OTU421	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Coprobacillus,,
"OTU422	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU423	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU424	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU425	",Bacteria,,,,,,,
"OTU426	",Bacteria,,,,,,,
"OTU427	",Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridiaceae 1,,
"OTU428	",Bacteria,,,,,,,
"OTU429	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU430	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU431	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU432	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU433	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU434	",Bacteria,,,,,,,
"OTU435	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU436	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU437	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU438	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU439	",Bacteria,Firmicutes,,,,,,
"OTU440	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU441	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU442	",Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,,
"OTU443	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU444	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,,,,
"OTU445	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU446	",Bacteria,Firmicutes,,,,,,
"OTU447	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU448	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,,
"OTU449	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU450	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU451	",Bacteria,Firmicutes,,,,,,
"OTU452	",Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,,,
"OTU453	",Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,
"OTU454	",Bacteria,,,,,,,
"OTU455	",Bacteria,,,,,,,
"OTU456	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU457	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU458	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU459	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,,
"OTU460	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU461	",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,,
"OTU462	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU463	",Bacteria,,,,,,,
"OTU464	",Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,
"OTU465	",Bacteria,,,,,,,
"OTU466	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU467	",Bacteria,,,,,,,
"OTU468	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU469	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU470	",Bacteria,,,,,,,
"OTU471	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU472	",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,,
"OTU473	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU474	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU475	",Bacteria,Actinobacteria,Actinobacteria,Coriobacteridae,Coriobacteriales,Coriobacterineae,Coriobacteriaceae,
"OTU476	",Bacteria,,,,,,,
"OTU477	",Bacteria,,,,,,,
"OTU478	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU479	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU480	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU481	",Bacteria,,,,,,,
"OTU482	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU483	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae Incertae Sedis,,
"OTU484	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU485	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU486	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU487	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU488	",Bacteria,Firmicutes,Clostridia,,,,,
"OTU489	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Prevotellaceae,,,
"OTU490	",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae 1,Bacillus,Bacillus j
"OTU491	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU492	",Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,,
"OTU493	",Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,
"OTU494	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU495	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU496	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Coprobacillus,,
"OTU497	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU498	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU499	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU500	",Bacteria,Firmicutes,Bacilli,Lactobacillales,,,,
"OTU501	",Bacteria,,,,,,,
"OTU502	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU503	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU504	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU505	",Bacteria,Firmicutes,,,,,,
"OTU506	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU507	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU508	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU509	",Bacteria,Firmicutes,,,,,,
"OTU510	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU511	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU512	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU513	",Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,,
"OTU514	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU515	",Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Corynebacteriaceae,Corynebacterium
"OTU516	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU517	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU518	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,,,
"OTU519	",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,,,
"OTU520	",Bacteria,,,,,,,
"OTU521	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU522	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU523	",Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Mycobacteriaceae,Mycobacterium
"OTU524	",Bacteria,Actinobacteria,Actinobacteria,Coriobacteridae,Coriobacteriales,Coriobacterineae,Coriobacteriaceae,
"OTU525	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU526	",Bacteria,,,,,,,
"OTU527	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU528	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU529	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU530	",Bacteria,,,,,,,
"OTU531	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Rikenellaceae,Alistipes,,
"OTU532	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,,
"OTU533	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU534	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU535	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU536	",Bacteria,Firmicutes,,,,,,
"OTU537	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU538	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU539	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU540	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae Incertae Sedis,,
"OTU541	",Bacteria,,,,,,,
"OTU542	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Rikenellaceae,Alistipes,,
"OTU543	",Bacteria,,,,,,,
"OTU544	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU545	",Bacteria,Actinobacteria,Actinobacteria,Coriobacteridae,Coriobacteriales,Coriobacterineae,Coriobacteriaceae,Collinsella
"OTU546	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU547	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU548	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU549	",Bacteria,Firmicutes,,,,,,
"OTU550	",Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micrococcineae,Intrasporangiaceae,
"OTU551	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU552	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU553	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU554	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,,,,
"OTU555	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Bryantella,,
"OTU556	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU557	",Bacteria,Firmicutes,,,,,,
"OTU558	",Bacteria,Firmicutes,,,,,,
"OTU559	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU560	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU561	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU562	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU563	",Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Crenotrichaceae,Terrimonas,,
"OTU564	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU565	",Bacteria,,,,,,,
"OTU566	",Bacteria,Firmicutes,,,,,,
"OTU567	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU568	",Bacteria,,,,,,,
"OTU569	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU570	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU571	",Bacteria,,,,,,,
"OTU572	",Bacteria,,,,,,,
"OTU573	",Bacteria,,,,,,,
"OTU574	",Bacteria,,,,,,,
"OTU575	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU576	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU577	",Bacteria,,,,,,,
"OTU578	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU579	",Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Dialister,,
"OTU580	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU581	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU582	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU583	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU584	",Bacteria,Proteobacteria,,,,,,
"OTU585	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU586	",Bacteria,,,,,,,
"OTU587	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU588	",Bacteria,Firmicutes,Bacilli,Lactobacillales,,,,
"OTU589	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU590	",Bacteria,,,,,,,
"OTU591	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU592	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU593	",Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,,
"OTU594	",Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Conchiformibius,,
"OTU595	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU596	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU597	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,,,,
"OTU598	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU599	",Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,,
"OTU600	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU601	",Bacteria,,,,,,,
"OTU602	",Bacteria,,,,,,,
"OTU603	",Bacteria,,,,,,,
"OTU604	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU605	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU606	",Bacteria,,,,,,,
"OTU607	",Bacteria,,,,,,,
"OTU608	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU609	",Bacteria,,,,,,,
"OTU610	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae Incertae Sedis,,
"OTU611	",Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridiaceae 1,,
"OTU612	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU613	",Bacteria,,,,,,,
"OTU614	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU615	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU616	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU617	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU618	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,,
"OTU619	",Bacteria,Firmicutes,,,,,,
"OTU620	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU621	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU622	",Bacteria,,,,,,,
"OTU623	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU624	",Bacteria,,,,,,,
"OTU625	",Bacteria,Proteobacteria,,,,,,
"OTU626	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU627	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU628	",Bacteria,,,,,,,
"OTU629	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU630	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU631	",Bacteria,,,,,,,
"OTU632	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU633	",Bacteria,,,,,,,
"OTU634	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU635	",Bacteria,,,,,,,
"OTU636	",Bacteria,,,,,,,
"OTU637	",Bacteria,,,,,,,
"OTU638	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae Incertae Sedis,,
